"Step","prudent_train_env_t05_d07_A2C_100_100_1000_RUN - episode_reward_mean","prudent_train_env_t05_d07_A2C_100_100_1000_RUN - episode_reward_mean__MIN","prudent_train_env_t05_d07_A2C_100_100_1000_RUN - episode_reward_mean__MAX","neutral_train_env_t05_d07_A2C_100_100_1000_RUN - episode_reward_mean","neutral_train_env_t05_d07_A2C_100_100_1000_RUN - episode_reward_mean__MIN","neutral_train_env_t05_d07_A2C_100_100_1000_RUN - episode_reward_mean__MAX","resistant_train_env_t05_d07_A2C_100_100_1000_RUN - episode_reward_mean","resistant_train_env_t05_d07_A2C_100_100_1000_RUN - episode_reward_mean__MIN","resistant_train_env_t05_d07_A2C_100_100_1000_RUN - episode_reward_mean__MAX","receptive_train_env_t05_d07_A2C_100_100_1000_RUN - episode_reward_mean","receptive_train_env_t05_d07_A2C_100_100_1000_RUN - episode_reward_mean__MIN","receptive_train_env_t05_d07_A2C_100_100_1000_RUN - episode_reward_mean__MAX"
"110","-1171192.829613124","-1171192.829613124","-1171192.829613124","-2037177.86403095","-2037177.86403095","-2037177.86403095","-2435361.7286022203","-2435361.7286022203","-2435361.7286022203","-860068.8179799356","-860068.8179799356","-860068.8179799356"
"111","-1170784.0277859145","-1170784.0277859145","-1170784.0277859145","-2035345.1805389116","-2035345.1805389116","-2035345.1805389116","-2434352.145302232","-2434352.145302232","-2434352.145302232","-860051.4547074502","-860051.4547074502","-860051.4547074502"
"112","-1169841.4793977165","-1169841.4793977165","-1169841.4793977165","-2034790.8260431304","-2034790.8260431304","-2034790.8260431304","-2433918.3381875195","-2433918.3381875195","-2433918.3381875195","-859725.8767590752","-859725.8767590752","-859725.8767590752"
"113","-1168695.581060784","-1168695.581060784","-1168695.581060784","-2033511.0993996456","-2033511.0993996456","-2033511.0993996456","-2432997.4439618667","-2432997.4439618667","-2432997.4439618667","-858816.6813769231","-858816.6813769231","-858816.6813769231"
"114","-1168082.8899922147","-1168082.8899922147","-1168082.8899922147","-2032108.1044132218","-2032108.1044132218","-2032108.1044132218","-2432003.814479553","-2432003.814479553","-2432003.814479553","-858779.9160266807","-858779.9160266807","-858779.9160266807"
"115","-1168108.4854188282","-1168108.4854188282","-1168108.4854188282","-2029988.7234972785","-2029988.7234972785","-2029988.7234972785","-2430778.3488208856","-2430778.3488208856","-2430778.3488208856","-858892.7809254829","-858892.7809254829","-858892.7809254829"
"116","-1167335.6942442812","-1167335.6942442812","-1167335.6942442812","-2028302.962667007","-2028302.962667007","-2028302.962667007","-2429891.04744334","-2429891.04744334","-2429891.04744334","-858094.5023145339","-858094.5023145339","-858094.5023145339"
"117","-1166947.6758255924","-1166947.6758255924","-1166947.6758255924","-2026916.5866186838","-2026916.5866186838","-2026916.5866186838","-2428492.0673381817","-2428492.0673381817","-2428492.0673381817","-857760.7320348915","-857760.7320348915","-857760.7320348915"
"118","-1166007.1007964967","-1166007.1007964967","-1166007.1007964967","-2025813.8531901704","-2025813.8531901704","-2025813.8531901704","-2427747.0611904548","-2427747.0611904548","-2427747.0611904548","-857722.997728464","-857722.997728464","-857722.997728464"
"119","-1164614.2125667518","-1164614.2125667518","-1164614.2125667518","-2024028.8491512365","-2024028.8491512365","-2024028.8491512365","-2427313.3948726263","-2427313.3948726263","-2427313.3948726263","-856984.9008813275","-856984.9008813275","-856984.9008813275"
"120","-1164158.0355761335","-1164158.0355761335","-1164158.0355761335","-2022997.443821894","-2022997.443821894","-2022997.443821894","-2426427.664189532","-2426427.664189532","-2426427.664189532","-856917.7538675166","-856917.7538675166","-856917.7538675166"
"121","-1163452.445798671","-1163452.445798671","-1163452.445798671","-2020939.5106007247","-2020939.5106007247","-2020939.5106007247","-2425175.2056652107","-2425175.2056652107","-2425175.2056652107","-856229.3143853281","-856229.3143853281","-856229.3143853281"
"122","-1162996.1604861887","-1162996.1604861887","-1162996.1604861887","-2019800.8827692824","-2019800.8827692824","-2019800.8827692824","-2424675.6577117","-2424675.6577117","-2424675.6577117","-855802.5307389544","-855802.5307389544","-855802.5307389544"
"123","-1162601.81945653","-1162601.81945653","-1162601.81945653","-2018597.147531726","-2018597.147531726","-2018597.147531726","-2424126.2110030814","-2424126.2110030814","-2424126.2110030814","-855819.34839601","-855819.34839601","-855819.34839601"
"124","-1161986.3222742067","-1161986.3222742067","-1161986.3222742067","-2017577.2527238608","-2017577.2527238608","-2017577.2527238608","-2423539.8481645123","-2423539.8481645123","-2423539.8481645123","-855273.4744160421","-855273.4744160421","-855273.4744160421"
"125","-1160894.3323009042","-1160894.3323009042","-1160894.3323009042","-2015958.8623171488","-2015958.8623171488","-2015958.8623171488","-2422419.1691350667","-2422419.1691350667","-2422419.1691350667","-855453.4321925914","-855453.4321925914","-855453.4321925914"
"126","-1160391.740090607","-1160391.740090607","-1160391.740090607","-2014941.107865107","-2014941.107865107","-2014941.107865107","-2421500.797227066","-2421500.797227066","-2421500.797227066","-855288.3685708379","-855288.3685708379","-855288.3685708379"
"127","-1160139.8076878018","-1160139.8076878018","-1160139.8076878018","-2013965.7457856154","-2013965.7457856154","-2013965.7457856154","-2420856.8325783266","-2420856.8325783266","-2420856.8325783266","-855062.4609146183","-855062.4609146183","-855062.4609146183"
"128","-1159946.080459206","-1159946.080459206","-1159946.080459206","-2012603.0481116197","-2012603.0481116197","-2012603.0481116197","-2420135.313523926","-2420135.313523926","-2420135.313523926","-854424.5666944053","-854424.5666944053","-854424.5666944053"
"129","-1159283.0561590525","-1159283.0561590525","-1159283.0561590525","-2011652.5056979475","-2011652.5056979475","-2011652.5056979475","-2419341.926433034","-2419341.926433034","-2419341.926433034","-853782.589700948","-853782.589700948","-853782.589700948"
"130","-1158929.134002816","-1158929.134002816","-1158929.134002816","-2011021.3785743285","-2011021.3785743285","-2011021.3785743285","-2418674.8466536286","-2418674.8466536286","-2418674.8466536286","-853569.9742796649","-853569.9742796649","-853569.9742796649"
"131","-1158255.258537893","-1158255.258537893","-1158255.258537893","-2010309.544276464","-2010309.544276464","-2010309.544276464","-2418141.1788567556","-2418141.1788567556","-2418141.1788567556","-853597.3004187713","-853597.3004187713","-853597.3004187713"
"132","-1157357.8035122256","-1157357.8035122256","-1157357.8035122256","-2009136.6340862133","-2009136.6340862133","-2009136.6340862133","-2417591.945768675","-2417591.945768675","-2417591.945768675","-853541.9398763556","-853541.9398763556","-853541.9398763556"
"133","-1156391.887138719","-1156391.887138719","-1156391.887138719","-2007575.5457815807","-2007575.5457815807","-2007575.5457815807","-2417066.244043843","-2417066.244043843","-2417066.244043843","-853229.302952815","-853229.302952815","-853229.302952815"
"134","-1156176.3896192163","-1156176.3896192163","-1156176.3896192163","-2006151.8233039556","-2006151.8233039556","-2006151.8233039556","-2416221.477502018","-2416221.477502018","-2416221.477502018","-853122.6065870585","-853122.6065870585","-853122.6065870585"
"135","-1156037.3070874072","-1156037.3070874072","-1156037.3070874072","-2005204.6375670333","-2005204.6375670333","-2005204.6375670333","-2415712.298187912","-2415712.298187912","-2415712.298187912","-852862.537232565","-852862.537232565","-852862.537232565"
"136","-1155908.1104091324","-1155908.1104091324","-1155908.1104091324","-2004073.9525274583","-2004073.9525274583","-2004073.9525274583","-2414888.521468394","-2414888.521468394","-2414888.521468394","-852624.6532943922","-852624.6532943922","-852624.6532943922"
"137","-1155547.6428258405","-1155547.6428258405","-1155547.6428258405","-2004183.1378547458","-2004183.1378547458","-2004183.1378547458","-2414204.5870355354","-2414204.5870355354","-2414204.5870355354","-852407.4151024964","-852407.4151024964","-852407.4151024964"
"138","-1155311.437682172","-1155311.437682172","-1155311.437682172","-2003920.4806119662","-2003920.4806119662","-2003920.4806119662","-2413197.613532447","-2413197.613532447","-2413197.613532447","-852236.7326679232","-852236.7326679232","-852236.7326679232"
"139","-1154326.0580855266","-1154326.0580855266","-1154326.0580855266","-2003053.1991865132","-2003053.1991865132","-2003053.1991865132","-2412296.810165646","-2412296.810165646","-2412296.810165646","-851473.4616918906","-851473.4616918906","-851473.4616918906"
"140","-1154123.183665781","-1154123.183665781","-1154123.183665781","-2002729.3752822664","-2002729.3752822664","-2002729.3752822664","-2412121.8320595133","-2412121.8320595133","-2412121.8320595133","-851198.4167657346","-851198.4167657346","-851198.4167657346"
"141","-1153423.1706215793","-1153423.1706215793","-1153423.1706215793","-2001776.2900577162","-2001776.2900577162","-2001776.2900577162","-2411185.253452471","-2411185.253452471","-2411185.253452471","-851379.5864665749","-851379.5864665749","-851379.5864665749"
"142","-1153379.8311935128","-1153379.8311935128","-1153379.8311935128","-2000809.5534128156","-2000809.5534128156","-2000809.5534128156","-2410296.5806486644","-2410296.5806486644","-2410296.5806486644","-851190.7975226673","-851190.7975226673","-851190.7975226673"
"143","-1152832.8297546115","-1152832.8297546115","-1152832.8297546115","-1999893.8134997524","-1999893.8134997524","-1999893.8134997524","-2408917.665867854","-2408917.665867854","-2408917.665867854","-850846.4628240002","-850846.4628240002","-850846.4628240002"
"144","-1152614.949072709","-1152614.949072709","-1152614.949072709","-1999031.6808559517","-1999031.6808559517","-1999031.6808559517","-2407887.475892134","-2407887.475892134","-2407887.475892134","-850977.6030496466","-850977.6030496466","-850977.6030496466"
"145","-1152985.1445271615","-1152985.1445271615","-1152985.1445271615","-1998710.7331456533","-1998710.7331456533","-1998710.7331456533","-2407470.106100337","-2407470.106100337","-2407470.106100337","-850855.5422779962","-850855.5422779962","-850855.5422779962"
"146","-1152450.6399102616","-1152450.6399102616","-1152450.6399102616","-1997705.3396867574","-1997705.3396867574","-1997705.3396867574","-2406894.4148151884","-2406894.4148151884","-2406894.4148151884","-850810.5126403731","-850810.5126403731","-850810.5126403731"
"147","-1152278.737387044","-1152278.737387044","-1152278.737387044","-1996257.6514069499","-1996257.6514069499","-1996257.6514069499","-2406176.6019484475","-2406176.6019484475","-2406176.6019484475","-850452.7946628712","-850452.7946628712","-850452.7946628712"
"148","-1151563.1472927728","-1151563.1472927728","-1151563.1472927728","-1995391.326371547","-1995391.326371547","-1995391.326371547","-2405717.9793578335","-2405717.9793578335","-2405717.9793578335","-850057.5114184605","-850057.5114184605","-850057.5114184605"
"149","-1150811.080178342","-1150811.080178342","-1150811.080178342","-1994571.3840675617","-1994571.3840675617","-1994571.3840675617","-2404936.7958446564","-2404936.7958446564","-2404936.7958446564","-850294.2514454911","-850294.2514454911","-850294.2514454911"
"150","-1150373.0484220951","-1150373.0484220951","-1150373.0484220951","-1993795.4618516609","-1993795.4618516609","-1993795.4618516609","-2404261.600311218","-2404261.600311218","-2404261.600311218","-850350.9574618622","-850350.9574618622","-850350.9574618622"
"151","-1149479.222586738","-1149479.222586738","-1149479.222586738","-1992608.114878792","-1992608.114878792","-1992608.114878792","-2403967.2422407554","-2403967.2422407554","-2403967.2422407554","-849781.835563594","-849781.835563594","-849781.835563594"
"152","-1149317.735016623","-1149317.735016623","-1149317.735016623","-1991310.8784907525","-1991310.8784907525","-1991310.8784907525","-2403075.8380640065","-2403075.8380640065","-2403075.8380640065","-849556.484581001","-849556.484581001","-849556.484581001"
"153","-1148886.9060344729","-1148886.9060344729","-1148886.9060344729","-1990247.4847176957","-1990247.4847176957","-1990247.4847176957","-2402415.15420926","-2402415.15420926","-2402415.15420926","-849472.7992736963","-849472.7992736963","-849472.7992736963"
"154","-1148535.9932029347","-1148535.9932029347","-1148535.9932029347","-1989822.0166507645","-1989822.0166507645","-1989822.0166507645","-2401708.391486721","-2401708.391486721","-2401708.391486721","-849958.5141356855","-849958.5141356855","-849958.5141356855"
"155","-1148219.5942111136","-1148219.5942111136","-1148219.5942111136","-1989470.957068863","-1989470.957068863","-1989470.957068863","-2400905.019279001","-2400905.019279001","-2400905.019279001","-849826.9552019291","-849826.9552019291","-849826.9552019291"
"156","-1147880.2219036939","-1147880.2219036939","-1147880.2219036939","-1988837.6988724428","-1988837.6988724428","-1988837.6988724428","-2400722.098109024","-2400722.098109024","-2400722.098109024","-849827.6620831807","-849827.6620831807","-849827.6620831807"
"157","-1147446.5102400924","-1147446.5102400924","-1147446.5102400924","-1987712.9997462996","-1987712.9997462996","-1987712.9997462996","-2399987.051725065","-2399987.051725065","-2399987.051725065","-849703.9056583828","-849703.9056583828","-849703.9056583828"
"158","-1146968.317189607","-1146968.317189607","-1146968.317189607","-1986754.9886169452","-1986754.9886169452","-1986754.9886169452","-2399558.3634034093","-2399558.3634034093","-2399558.3634034093","-849313.5051484904","-849313.5051484904","-849313.5051484904"
"159","-1147113.1157395057","-1147113.1157395057","-1147113.1157395057","-1986174.4058241416","-1986174.4058241416","-1986174.4058241416","-2399080.292849933","-2399080.292849933","-2399080.292849933","-849266.9422790672","-849266.9422790672","-849266.9422790672"
"160","-1146685.538760461","-1146685.538760461","-1146685.538760461","-1985478.0757775055","-1985478.0757775055","-1985478.0757775055","-2398566.305971018","-2398566.305971018","-2398566.305971018","-848962.0552580667","-848962.0552580667","-848962.0552580667"
"161","-1146202.3987951858","-1146202.3987951858","-1146202.3987951858","-1984901.4085032584","-1984901.4085032584","-1984901.4085032584","-2398145.6949592363","-2398145.6949592363","-2398145.6949592363","-849016.6423777465","-849016.6423777465","-849016.6423777465"
"162","-1146026.0864092908","-1146026.0864092908","-1146026.0864092908","-1984826.1030207686","-1984826.1030207686","-1984826.1030207686","-2397806.5991185512","-2397806.5991185512","-2397806.5991185512","-848615.5809389215","-848615.5809389215","-848615.5809389215"
"163","-1145437.7526417545","-1145437.7526417545","-1145437.7526417545","-1984728.356934658","-1984728.356934658","-1984728.356934658","-2397466.786858798","-2397466.786858798","-2397466.786858798","-847995.1392365398","-847995.1392365398","-847995.1392365398"
"164","-1144961.1004476205","-1144961.1004476205","-1144961.1004476205","-1984144.1595123808","-1984144.1595123808","-1984144.1595123808","-2396830.8214898543","-2396830.8214898543","-2396830.8214898543","-847641.7732294748","-847641.7732294748","-847641.7732294748"
"165","-1144866.3053532757","-1144866.3053532757","-1144866.3053532757","-1983344.0295110575","-1983344.0295110575","-1983344.0295110575","-2396494.291910246","-2396494.291910246","-2396494.291910246","-846991.5742275487","-846991.5742275487","-846991.5742275487"
"166","-1144405.2012091666","-1144405.2012091666","-1144405.2012091666","-1982451.497098008","-1982451.497098008","-1982451.497098008","-2396006.7203145525","-2396006.7203145525","-2396006.7203145525","-846774.1505016789","-846774.1505016789","-846774.1505016789"
"167","-1144293.9199687373","-1144293.9199687373","-1144293.9199687373","-1981296.062128745","-1981296.062128745","-1981296.062128745","-2395577.9952331195","-2395577.9952331195","-2395577.9952331195","-846488.7785509984","-846488.7785509984","-846488.7785509984"
"168","-1143980.1311248066","-1143980.1311248066","-1143980.1311248066","-1980390.7423645512","-1980390.7423645512","-1980390.7423645512","-2394855.887449845","-2394855.887449845","-2394855.887449845","-846234.6648499994","-846234.6648499994","-846234.6648499994"
"169","-1143903.7194182905","-1143903.7194182905","-1143903.7194182905","-1980061.7047864553","-1980061.7047864553","-1980061.7047864553","-2394701.786941097","-2394701.786941097","-2394701.786941097","-845877.2356724383","-845877.2356724383","-845877.2356724383"
"170","-1143360.2639624514","-1143360.2639624514","-1143360.2639624514","-1979313.8384867085","-1979313.8384867085","-1979313.8384867085","-2394001.49937958","-2394001.49937958","-2394001.49937958","-845653.1566442521","-845653.1566442521","-845653.1566442521"
"171","-1143233.8020097956","-1143233.8020097956","-1143233.8020097956","-1978467.3627677665","-1978467.3627677665","-1978467.3627677665","-2393523.0596604487","-2393523.0596604487","-2393523.0596604487","-845524.6034054515","-845524.6034054515","-845524.6034054515"
"172","-1142474.8496054779","-1142474.8496054779","-1142474.8496054779","-1978533.7764917044","-1978533.7764917044","-1978533.7764917044","-2393090.3397008996","-2393090.3397008996","-2393090.3397008996","-845134.4162826447","-845134.4162826447","-845134.4162826447"
"173","-1142119.5173262272","-1142119.5173262272","-1142119.5173262272","-1977497.1753888805","-1977497.1753888805","-1977497.1753888805","-2392475.9445306845","-2392475.9445306845","-2392475.9445306845","-845144.1204181545","-845144.1204181545","-845144.1204181545"
"174","-1141849.5533434956","-1141849.5533434956","-1141849.5533434956","-1977250.35694992","-1977250.35694992","-1977250.35694992","-2392206.144091102","-2392206.144091102","-2392206.144091102","-844740.5551088891","-844740.5551088891","-844740.5551088891"
"175","-1141715.5248102853","-1141715.5248102853","-1141715.5248102853","-1976611.0773929334","-1976611.0773929334","-1976611.0773929334","-2391816.917812597","-2391816.917812597","-2391816.917812597","-844714.7226819624","-844714.7226819624","-844714.7226819624"
"176","-1141340.0711042045","-1141340.0711042045","-1141340.0711042045","-1975986.0023293074","-1975986.0023293074","-1975986.0023293074","-2391397.9953941572","-2391397.9953941572","-2391397.9953941572","-844705.1423842176","-844705.1423842176","-844705.1423842176"
"177","-1140909.395100541","-1140909.395100541","-1140909.395100541","-1975540.2586498873","-1975540.2586498873","-1975540.2586498873","-2391192.6414704346","-2391192.6414704346","-2391192.6414704346","-844716.477524487","-844716.477524487","-844716.477524487"
"178","-1140273.072696796","-1140273.072696796","-1140273.072696796","-1974997.5998592093","-1974997.5998592093","-1974997.5998592093","-2390785.728206801","-2390785.728206801","-2390785.728206801","-844711.4908916528","-844711.4908916528","-844711.4908916528"
"179","-1139720.9263897224","-1139720.9263897224","-1139720.9263897224","-1974573.7251230415","-1974573.7251230415","-1974573.7251230415","-2390548.9766321136","-2390548.9766321136","-2390548.9766321136","-844720.7136905597","-844720.7136905597","-844720.7136905597"
"180","-1139549.567342101","-1139549.567342101","-1139549.567342101","-1973765.8477939432","-1973765.8477939432","-1973765.8477939432","-2390259.3323246716","-2390259.3323246716","-2390259.3323246716","-844702.1907323928","-844702.1907323928","-844702.1907323928"
"181","-1139386.7499906116","-1139386.7499906116","-1139386.7499906116","-1972672.8603547507","-1972672.8603547507","-1972672.8603547507","-2389480.371492694","-2389480.371492694","-2389480.371492694","-844664.1744955606","-844664.1744955606","-844664.1744955606"
"182","-1139117.3612068724","-1139117.3612068724","-1139117.3612068724","-1972229.6953850905","-1972229.6953850905","-1972229.6953850905","-2388752.738899373","-2388752.738899373","-2388752.738899373","-844716.0291844627","-844716.0291844627","-844716.0291844627"
"183","-1138747.9761338315","-1138747.9761338315","-1138747.9761338315","-1971698.2240481111","-1971698.2240481111","-1971698.2240481111","-2388287.2553866114","-2388287.2553866114","-2388287.2553866114","-844558.8451128039","-844558.8451128039","-844558.8451128039"
"184","-1138461.3424282323","-1138461.3424282323","-1138461.3424282323","-1970888.3770646723","-1970888.3770646723","-1970888.3770646723","-2387937.547007598","-2387937.547007598","-2387937.547007598","-844443.1693058278","-844443.1693058278","-844443.1693058278"
"185","-1138026.5668243682","-1138026.5668243682","-1138026.5668243682","-1970741.3400549963","-1970741.3400549963","-1970741.3400549963","-2387421.9619732946","-2387421.9619732946","-2387421.9619732946","-844346.6784823913","-844346.6784823913","-844346.6784823913"
"186","-1137564.5770957498","-1137564.5770957498","-1137564.5770957498","-1970425.275071745","-1970425.275071745","-1970425.275071745","-2387202.9804874095","-2387202.9804874095","-2387202.9804874095","-844414.1529270937","-844414.1529270937","-844414.1529270937"
"187","-1137224.579400262","-1137224.579400262","-1137224.579400262","-1970049.1300631992","-1970049.1300631992","-1970049.1300631992","-2386691.806162336","-2386691.806162336","-2386691.806162336","-843917.0852580884","-843917.0852580884","-843917.0852580884"
"188","-1136757.3773021593","-1136757.3773021593","-1136757.3773021593","-1969815.3879574793","-1969815.3879574793","-1969815.3879574793","-2386433.1389573156","-2386433.1389573156","-2386433.1389573156","-843651.4124142198","-843651.4124142198","-843651.4124142198"
"189","-1136853.5954676038","-1136853.5954676038","-1136853.5954676038","-1969304.251742687","-1969304.251742687","-1969304.251742687","","","","-843803.8912193507","-843803.8912193507","-843803.8912193507"
"190","-1136271.2607217727","-1136271.2607217727","-1136271.2607217727","-1968699.271417181","-1968699.271417181","-1968699.271417181","","","","-844060.5538344553","-844060.5538344553","-844060.5538344553"
"191","-1136039.6573351405","-1136039.6573351405","-1136039.6573351405","-1968373.2965051353","-1968373.2965051353","-1968373.2965051353","","","","","",""
"192","-1135642.83526499","-1135642.83526499","-1135642.83526499","-1968251.090308323","-1968251.090308323","-1968251.090308323","","","","","",""
"193","-1135491.6324690871","-1135491.6324690871","-1135491.6324690871","-1967440.1109004505","-1967440.1109004505","-1967440.1109004505","","","","","",""
"194","-1135052.1196818019","-1135052.1196818019","-1135052.1196818019","-1966940.5835955804","-1966940.5835955804","-1966940.5835955804","","","","","",""
