"Step","prudent_train_env_t05_d07_A2C_100_100_1000_RUN - cost","prudent_train_env_t05_d07_A2C_100_100_1000_RUN - cost__MIN","prudent_train_env_t05_d07_A2C_100_100_1000_RUN - cost__MAX","neutral_train_env_t05_d07_A2C_200_200_2000_RUN - cost","neutral_train_env_t05_d07_A2C_200_200_2000_RUN - cost__MIN","neutral_train_env_t05_d07_A2C_200_200_2000_RUN - cost__MAX","resistant_train_env_t05_d07_A2C_200_200_2000_RUN - cost","resistant_train_env_t05_d07_A2C_200_200_2000_RUN - cost__MIN","resistant_train_env_t05_d07_A2C_200_200_2000_RUN - cost__MAX","receptive_train_env_t05_d07_A2C_*100_*100_*1000_RUN - cost","receptive_train_env_t05_d07_A2C_*100_*100_*1000_RUN - cost__MIN","receptive_train_env_t05_d07_A2C_*100_*100_*1000_RUN - cost__MAX"
"129","3383.056159052197","3383.056159052197","3383.056159052197","10585.892449089084","10585.892449089084","10585.892449089084","9288.973410472543","9288.973410472543","9288.973410472543","11725.500454295669","11725.500454295669","11725.500454295669"
"130","3379.5156822048525","3379.5156822048525","3379.5156822048525","10586.459745873812","10586.459745873812","10586.459745873812","9286.719326868912","9286.719326868912","9286.719326868912","11723.53471712001","11723.53471712001","11723.53471712001"
"131","3377.985810619898","3377.985810619898","3377.985810619898","10583.154466087813","10583.154466087813","10583.154466087813","9282.997875572008","9282.997875572008","9282.997875572008","11721.69560385998","11721.69560385998","11721.69560385998"
"132","3377.352384405697","3377.352384405697","3377.352384405697","10579.660264351098","10579.660264351098","10579.660264351098","9281.00932085011","9281.00932085011","9281.00932085011","11722.100491541276","11722.100491541276","11722.100491541276"
"133","3375.469228270666","3375.469228270666","3375.469228270666","10580.231667399581","10580.231667399581","10580.231667399581","9279.41724795235","9279.41724795235","9279.41724795235","11720.699393162264","11720.699393162264","11720.699393162264"
"134","3371.9451747713074","3371.9451747713074","3371.9451747713074","10577.65172772813","10577.65172772813","10577.65172772813","9276.09356701085","9276.09356701085","9276.09356701085","11719.690537241071","11719.690537241071","11719.690537241071"
"135","3371.1306168185715","3371.1306168185715","3371.1306168185715","10578.480730010795","10578.480730010795","10578.480730010795","9275.330381639445","9275.330381639445","9275.330381639445","11720.226687808632","11720.226687808632","11720.226687808632"
"136","3369.4242777454124","3369.4242777454124","3369.4242777454124","10575.511430277189","10575.511430277189","10575.511430277189","9270.674668599037","9270.674668599037","9270.674668599037","11719.032342336737","11719.032342336737","11719.032342336737"
"137","3369.381956275065","3369.381956275065","3369.381956275065","10575.759892870845","10575.759892870845","10575.759892870845","9267.933581785997","9267.933581785997","9267.933581785997","11719.197551866473","11719.197551866473","11719.197551866473"
"138","3367.5527900854745","3367.5527900854745","3367.5527900854745","10571.49662640276","10571.49662640276","10571.49662640276","9266.121200242886","9266.121200242886","9266.121200242886","11719.13343974716","11719.13343974716","11719.13343974716"
"139","3363.2009426690624","3363.2009426690624","3363.2009426690624","10568.292610598639","10568.292610598639","10568.292610598639","9263.859888062765","9263.859888062765","9263.859888062765","11715.40159713827","11715.40159713827","11715.40159713827"
"140","3361.4815381209883","3361.4815381209883","3361.4815381209883","10571.681274100858","10571.681274100858","10571.681274100858","9259.988193057316","9259.988193057316","9259.988193057316","11712.554019915118","11712.554019915118","11712.554019915118"
"141","3358.38188918436","3358.38188918436","3358.38188918436","10566.604849654106","10566.604849654106","10566.604849654106","9259.759317398346","9259.759317398346","9259.759317398346","11711.788053265043","11711.788053265043","11711.788053265043"
"142","3356.054969736098","3356.054969736098","3356.054969736098","10566.005376478792","10566.005376478792","10566.005376478792","9260.265890576455","9260.265890576455","9260.265890576455","11712.607766870833","11712.607766870833","11712.607766870833"
"143","3353.663087944299","3353.663087944299","3353.663087944299","10564.730495594118","10564.730495594118","10564.730495594118","9256.84634290275","9256.84634290275","9256.84634290275","11711.247509433186","11711.247509433186","11711.247509433186"
"144","3354.259417535965","3354.259417535965","3354.259417535965","10562.371387306599","10562.371387306599","10562.371387306599","9257.03947821404","9257.03947821404","9257.03947821404","11711.1483659906","11711.1483659906","11711.1483659906"
"145","3356.3774038733536","3356.3774038733536","3356.3774038733536","10560.786139561918","10560.786139561918","10560.786139561918","9255.903360297885","9255.903360297885","9255.903360297885","11713.366059603046","11713.366059603046","11713.366059603046"
"146","3352.6807265876255","3352.6807265876255","3352.6807265876255","10561.025120934359","10561.025120934359","10561.025120934359","9253.52874554198","9253.52874554198","9253.52874554198","11713.338333241183","11713.338333241183","11713.338333241183"
"147","3351.7103600161395","3351.7103600161395","3351.7103600161395","10559.088821973544","10559.088821973544","10559.088821973544","9252.458301571343","9252.458301571343","9252.458301571343","11715.345731307623","11715.345731307623","11715.345731307623"
"148","3348.3821921010035","3348.3821921010035","3348.3821921010035","10558.0067014148","10558.0067014148","10558.0067014148","9249.95482245465","9249.95482245465","9249.95482245465","11713.218673203039","11713.218673203039","11713.218673203039"
"149","3347.080178341475","3347.080178341475","3347.080178341475","10560.462005918647","10560.462005918647","10560.462005918647","9247.885076527387","9247.885076527387","9247.885076527387","11717.039163685955","11717.039163685955","11717.039163685955"
"150","3343.9093492470197","3343.9093492470197","3343.9093492470197","10560.474189413211","10560.474189413211","10560.474189413211","9247.038867171008","9247.038867171008","9247.038867171008","11716.24898309425","11716.24898309425","11716.24898309425"
"151","3341.0646920006534","3341.0646920006534","3341.0646920006534","10560.800289436917","10560.800289436917","10560.800289436917","9243.689156753953","9243.689156753953","9243.689156753953","11717.65526255916","11717.65526255916","11717.65526255916"
"152","3341.264428387194","3341.264428387194","3341.264428387194","10562.79954908995","10562.79954908995","10562.79954908995","9239.296085192229","9239.296085192229","9239.296085192229","11714.029291952435","11714.029291952435","11714.029291952435"
"153","3338.8540864205133","3338.8540864205133","3338.8540864205133","10560.557323153165","10560.557323153165","10560.557323153165","9236.729270822127","9236.729270822127","9236.729270822127","11714.116154545358","11714.116154545358","11714.116154545358"
"154","3337.2835255149776","3337.2835255149776","3337.2835255149776","10559.897786105239","10559.897786105239","10559.897786105239","9236.796075574059","9236.796075574059","9236.796075574059","11714.214270695213","11714.214270695213","11714.214270695213"
"155","3334.9788264978133","3334.9788264978133","3334.9788264978133","10559.839695237713","10559.839695237713","10559.839695237713","9237.30055766843","9237.30055766843","9237.30055766843","11713.920689216156","11713.920689216156","11713.920689216156"
"156","3332.451203056556","3332.451203056556","3332.451203056556","10560.066119910718","10560.066119910718","10560.066119910718","9235.627872302666","9235.627872302666","9235.627872302666","11712.365195303346","11712.365195303346","11712.365195303346"
"157","3330.0545438895756","3330.0545438895756","3330.0545438895756","10559.305002975318","10559.305002975318","10559.305002975318","9235.363876407713","9235.363876407713","9235.363876407713","11709.983471726833","11709.983471726833","11709.983471726833"
"158","3330.5813405500235","3330.5813405500235","3330.5813405500235","10559.724158446932","10559.724158446932","10559.724158446932","9233.416518992497","9233.416518992497","9233.416518992497","11709.786680565921","11709.786680565921","11709.786680565921"
"159","3333.115739505407","3333.115739505407","3333.115739505407","10560.671975770514","10560.671975770514","10560.671975770514","9232.12920502312","9232.12920502312","9232.12920502312","11706.116105133413","11706.116105133413","11706.116105133413"
"160","3331.5014933798107","3331.5014933798107","3331.5014933798107","10559.687246009871","10559.687246009871","10559.687246009871","9230.763008634147","9230.763008634147","9230.763008634147","11702.801301703803","11702.801301703803","11702.801301703803"
"161","3328.324721111408","3328.324721111408","3328.324721111408","10558.016683168446","10558.016683168446","10558.016683168446","9231.061395216086","9231.061395216086","9231.061395216086","11702.998433673267","11702.998433673267","11702.998433673267"
"162","3327.9269000880145","3327.9269000880145","3327.9269000880145","10558.467079747888","10558.467079747888","10558.467079747888","9229.567291241421","9229.567291241421","9229.567291241421","11702.65783995851","11702.65783995851","11702.65783995851"
"163","3326.7770319980073","3326.7770319980073","3326.7770319980073","10559.427500022277","10559.427500022277","10559.427500022277","9227.576597825468","9227.576597825468","9227.576597825468","11703.38515152459","11703.38515152459","11703.38515152459"
"164","3324.7368112562526","3324.7368112562526","3324.7368112562526","10556.54679040453","10556.54679040453","10556.54679040453","9226.122024448145","9226.122024448145","9226.122024448145","11702.64627398007","11702.64627398007","11702.64627398007"
"165","3322.9318592993422","3322.9318592993422","3322.9318592993422","10556.080516666503","10556.080516666503","10556.080516666503","9221.905867424846","9221.905867424846","9221.905867424846","11701.140182598288","11701.140182598288","11701.140182598288"
"166","3320.1712690460786","3320.1712690460786","3320.1712690460786","10556.885100241843","10556.885100241843","10556.885100241843","9218.996639978704","9218.996639978704","9218.996639978704","11700.80418423243","11700.80418423243","11700.80418423243"
"167","3318.9199687368514","3318.9199687368514","3318.9199687368514","10556.42686668144","10556.42686668144","10556.42686668144","9215.391501490743","9215.391501490743","9215.391501490743","11700.73139835063","11700.73139835063","11700.73139835063"
"168","3319.7760952202734","3319.7760952202734","3319.7760952202734","10552.522121357315","10552.522121357315","10552.522121357315","9214.223098569482","9214.223098569482","9214.223098569482","11700.680837331392","11700.680837331392","11700.680837331392"
"169","3317.837065348752","3317.837065348752","3317.837065348752","10554.183472789944","10554.183472789944","10554.183472789944","9212.087655773745","9212.087655773745","9212.087655773745","11700.79625627114","11700.79625627114","11700.79625627114"
"170","3314.649927363296","3314.649927363296","3314.649927363296","10551.616188159629","10551.616188159629","10551.616188159629","9210.782662818297","9210.782662818297","9210.782662818297","11697.846222631035","11697.846222631035","11697.846222631035"
"171","3314.034567934605","3314.034567934605","3314.034567934605","10549.587902058971","10549.587902058971","10549.587902058971","9209.8633742058","9209.8633742058","9209.8633742058","11695.259363005114","11695.259363005114","11695.259363005114"
"172","3310.687755766329","3310.687755766329","3310.687755766329","10549.899670845909","10549.899670845909","10549.899670845909","9208.738378076603","9208.738378076603","9208.738378076603","11693.682853482833","11693.682853482833","11693.682853482833"
"173","3309.1724986406043","3309.1724986406043","3309.1724986406043","10550.60688814748","10550.60688814748","10550.60688814748","9206.141131228549","9206.141131228549","9206.141131228549","11693.374061241188","11693.374061241188","11693.374061241188"
"174","3306.696200637873","3306.696200637873","3306.696200637873","10550.442475096064","10550.442475096064","10550.442475096064","9206.853606471006","9206.853606471006","9206.853606471006","11692.022438805412","11692.022438805412","11692.022438805412"
"175","3304.161173921364","3304.161173921364","3304.161173921364","10548.869620919753","10548.869620919753","10548.869620919753","9205.170469409872","9205.170469409872","9205.170469409872","11688.545833140475","11688.545833140475","11688.545833140475"
"176","3302.7829686108835","3302.7829686108835","3302.7829686108835","10549.29349683397","10549.29349683397","10549.29349683397","9204.435142868695","9204.435142868695","9204.435142868695","11688.67505433996","11688.67505433996","11688.67505433996"
"177","3302.6535275069664","3302.6535275069664","3302.6535275069664","10546.256988189494","10546.256988189494","10546.256988189494","9203.704400039493","9203.704400039493","9203.704400039493","11688.646452174557","11688.646452174557","11688.646452174557"
"178","3299.888339253729","3299.888339253729","3299.888339253729","10546.111859082184","10546.111859082184","10546.111859082184","9204.142390655219","9204.142390655219","9204.142390655219","11688.638706613618","11688.638706613618","11688.638706613618"
"179","3297.593056388657","3297.593056388657","3297.593056388657","10548.022383242409","10548.022383242409","10548.022383242409","9202.775777897428","9202.775777897428","9202.775777897428","11686.925638804103","11686.925638804103","11686.925638804103"
"180","3295.4236956916466","3295.4236956916466","3295.4236956916466","10545.920856779363","10545.920856779363","10545.920856779363","9203.67102823908","9203.67102823908","9203.67102823908","11687.519273944225","11687.519273944225","11687.519273944225"
"181","3296.6401005013468","3296.6401005013468","3296.6401005013468","10545.085035987002","10545.085035987002","10545.085035987002","9200.916431324687","9200.916431324687","9200.916431324687","11688.089482180578","11688.089482180578","11688.089482180578"
"182","3294.4103871999537","3294.4103871999537","3294.4103871999537","10545.214988641104","10545.214988641104","10545.214988641104","9199.978926766622","9199.978926766622","9199.978926766622","11688.665388730476","11688.665388730476","11688.665388730476"
"183","3293.6283077444773","3293.6283077444773","3293.6283077444773","10543.750644325011","10543.750644325011","10543.750644325011","9197.026803440744","9197.026803440744","9197.026803440744","11690.079621947712","11690.079621947712","11690.079621947712"
"184","3290.5316174211334","3290.5316174211334","3290.5316174211334","10542.399769676775","10542.399769676775","10542.399769676775","9195.683017506079","9195.683017506079","9195.683017506079","11689.801154884675","11689.801154884675","11689.801154884675"
"185","3287.8571469485414","3287.8571469485414","3287.8571469485414","10543.97796700934","10543.97796700934","10543.97796700934","9196.783557726265","9196.783557726265","9196.783557726265","11688.750142409874","11688.750142409874","11688.750142409874"
"186","3285.432710722964","3285.432710722964","3285.432710722964","10543.117010863583","10543.117010863583","10543.117010863583","9196.857877076167","9196.857877076167","9196.857877076167","11688.004190150627","11688.004190150627","11688.004190150627"
"187","3285.2176981342195","3285.2176981342195","3285.2176981342195","10542.351061416808","10542.351061416808","10542.351061416808","9194.947748241319","9194.947748241319","9194.947748241319","11687.436436264323","11687.436436264323","11687.436436264323"
"188","3284.3614291433923","3284.3614291433923","3284.3614291433923","10544.026905737473","10544.026905737473","10544.026905737473","9194.219732216383","9194.219732216383","9194.219732216383","11687.364825727951","11687.364825727951","11687.364825727951"
"189","3283.06915181429","3283.06915181429","3283.06915181429","10545.932230028739","10545.932230028739","10545.932230028739","9192.184933996448","9192.184933996448","9192.184933996448","","",""
"190","3282.7790463799543","3282.7790463799543","3282.7790463799543","10544.066906535354","10544.066906535354","10544.066906535354","","","","","",""
"191","3280.282335140307","3280.282335140307","3280.282335140307","10543.61809231873","10543.61809231873","10543.61809231873","","","","","",""
"192","3281.177233901853","3281.177233901853","3281.177233901853","","","","","","","","",""
"193","3279.2613350665642","3279.2613350665642","3279.2613350665642","","","","","","","","",""
"194","3276.735066417181","3276.735066417181","3276.735066417181","","","","","","","","",""
