"Step","prudent_train_env_t05_d07_A2C_100_100_1000_RUN - cost","prudent_train_env_t05_d07_A2C_100_100_1000_RUN - cost__MIN","prudent_train_env_t05_d07_A2C_100_100_1000_RUN - cost__MAX","prudent_train_env_t05_d07_A2C_200_200_2000_RUN - cost","prudent_train_env_t05_d07_A2C_200_200_2000_RUN - cost__MIN","prudent_train_env_t05_d07_A2C_200_200_2000_RUN - cost__MAX","prudent_train_env_t05_d07_PPO_*100_*100_*1000_RUN - cost","prudent_train_env_t05_d07_PPO_*100_*100_*1000_RUN - cost__MIN","prudent_train_env_t05_d07_PPO_*100_*100_*1000_RUN - cost__MAX","prudent_train_env_t05_d07_A2C_*100_*100_*1000_RUN - cost","prudent_train_env_t05_d07_A2C_*100_*100_*1000_RUN - cost__MIN","prudent_train_env_t05_d07_A2C_*100_*100_*1000_RUN - cost__MAX"
"124","3391.122274206121","3391.122274206121","3391.122274206121","3887.523194591816","3887.523194591816","3887.523194591816","4048.269905270189","4048.269905270189","4048.269905270189","4076.0710678044275","4076.0710678044275","4076.0710678044275"
"125","3389.5703961418794","3389.5703961418794","3389.5703961418794","3889.236006864155","3889.236006864155","3889.236006864155","4044.787938503076","4044.787938503076","4044.787938503076","4076.7395084491377","4076.7395084491377","4076.7395084491377"
"126","3388.5904843072453","3388.5904843072453","3388.5904843072453","3886.519732948144","3886.519732948144","3886.519732948144","4046.0353555999027","4046.0353555999027","4046.0353555999027","4076.1197047318815","4076.1197047318815","4076.1197047318815"
"127","3386.6826878013853","3386.6826878013853","3386.6826878013853","3886.548065206622","3886.548065206622","3886.548065206622","4043.5239164377563","4043.5239164377563","4043.5239164377563","4078.2605232991123","4078.2605232991123","4078.2605232991123"
"128","3387.940924321849","3387.940924321849","3387.940924321849","3883.702738148778","3883.702738148778","3883.702738148778","4040.706768293263","4040.706768293263","4040.706768293263","4077.2412854441604","4077.2412854441604","4077.2412854441604"
"129","3383.056159052197","3383.056159052197","3383.056159052197","3884.1573513150247","3884.1573513150247","3884.1573513150247","4042.5283721347564","4042.5283721347564","4042.5283721347564","4076.7241128763694","4076.7241128763694","4076.7241128763694"
"130","3379.5156822048525","3379.5156822048525","3379.5156822048525","3883.9776934712177","3883.9776934712177","3883.9776934712177","4043.3048991584396","4043.3048991584396","4043.3048991584396","4074.9732220411506","4074.9732220411506","4074.9732220411506"
"131","3377.985810619898","3377.985810619898","3377.985810619898","3884.08631207152","3884.08631207152","3884.08631207152","4041.784191216757","4041.784191216757","4041.784191216757","4073.4581466581035","4073.4581466581035","4073.4581466581035"
"132","3377.352384405697","3377.352384405697","3377.352384405697","3885.371149031591","3885.371149031591","3885.371149031591","4042.060901777254","4042.060901777254","4042.060901777254","4070.356084207441","4070.356084207441","4070.356084207441"
"133","3375.469228270666","3375.469228270666","3375.469228270666","3885.9528098769724","3885.9528098769724","3885.9528098769724","4039.4839491851503","4039.4839491851503","4039.4839491851503","4074.118013655746","4074.118013655746","4074.118013655746"
"134","3371.9451747713074","3371.9451747713074","3371.9451747713074","3886.3045182845794","3886.3045182845794","3886.3045182845794","4039.649119551431","4039.649119551431","4039.649119551431","4070.933720780108","4070.933720780108","4070.933720780108"
"135","3371.1306168185715","3371.1306168185715","3371.1306168185715","3885.669702381601","3885.669702381601","3885.669702381601","4037.753845107021","4037.753845107021","4037.753845107021","4072.9182141203455","4072.9182141203455","4072.9182141203455"
"136","3369.4242777454124","3369.4242777454124","3369.4242777454124","3888.5351289636064","3888.5351289636064","3888.5351289636064","4035.7554851890336","4035.7554851890336","4035.7554851890336","4075.3069955174296","4075.3069955174296","4075.3069955174296"
"137","3369.381956275065","3369.381956275065","3369.381956275065","3886.528785175918","3886.528785175918","3886.528785175918","4038.4007020623735","4038.4007020623735","4038.4007020623735","4078.871983193164","4078.871983193164","4078.871983193164"
"138","3367.5527900854745","3367.5527900854745","3367.5527900854745","3888.518427884887","3888.518427884887","3888.518427884887","4036.4192916539005","4036.4192916539005","4036.4192916539005","4079.9717385593394","4079.9717385593394","4079.9717385593394"
"139","3363.2009426690624","3363.2009426690624","3363.2009426690624","3885.8195627012196","3885.8195627012196","3885.8195627012196","4039.1333335408517","4039.1333335408517","4039.1333335408517","4077.5330632742352","4077.5330632742352","4077.5330632742352"
"140","3361.4815381209883","3361.4815381209883","3361.4815381209883","3883.08063010298","3883.08063010298","3883.08063010298","4038.166911111434","4038.166911111434","4038.166911111434","4074.232586478669","4074.232586478669","4074.232586478669"
"141","3358.38188918436","3358.38188918436","3358.38188918436","3883.9448834947643","3883.9448834947643","3883.9448834947643","4040.316883231136","4040.316883231136","4040.316883231136","4073.51524751609","4073.51524751609","4073.51524751609"
"142","3356.054969736098","3356.054969736098","3356.054969736098","3884.5438574792784","3884.5438574792784","3884.5438574792784","4039.5994619432163","4039.5994619432163","4039.5994619432163","4077.0969883420316","4077.0969883420316","4077.0969883420316"
"143","3353.663087944299","3353.663087944299","3353.663087944299","3883.6151065999925","3883.6151065999925","3883.6151065999925","4040.6862620963566","4040.6862620963566","4040.6862620963566","4075.127796705989","4075.127796705989","4075.127796705989"
"144","3354.259417535965","3354.259417535965","3354.259417535965","3883.4608008200116","3883.4608008200116","3883.4608008200116","4040.3973988367784","4040.3973988367784","4040.3973988367784","4078.069000230932","4078.069000230932","4078.069000230932"
"145","3356.3774038733536","3356.3774038733536","3356.3774038733536","3885.462521049005","3885.462521049005","3885.462521049005","4041.4697711281397","4041.4697711281397","4041.4697711281397","4077.09002699473","4077.09002699473","4077.09002699473"
"146","3352.6807265876255","3352.6807265876255","3352.6807265876255","3889.122314521842","3889.122314521842","3889.122314521842","4039.4824150318486","4039.4824150318486","4039.4824150318486","4076.9125871482124","4076.9125871482124","4076.9125871482124"
"147","3351.7103600161395","3351.7103600161395","3351.7103600161395","3891.0953574385385","3891.0953574385385","3891.0953574385385","4039.672883884779","4039.672883884779","4039.672883884779","4077.870050688313","4077.870050688313","4077.870050688313"
"148","3348.3821921010035","3348.3821921010035","3348.3821921010035","3889.552072336755","3889.552072336755","3889.552072336755","4039.3493110898844","4039.3493110898844","4039.3493110898844","4079.1054186843876","4079.1054186843876","4079.1054186843876"
"149","3347.080178341475","3347.080178341475","3347.080178341475","3891.9514520861326","3891.9514520861326","3891.9514520861326","4037.4800134877905","4037.4800134877905","4037.4800134877905","4082.6991046558855","4082.6991046558855","4082.6991046558855"
"150","3343.9093492470197","3343.9093492470197","3343.9093492470197","3893.0916377574536","3893.0916377574536","3893.0916377574536","4040.4603674287077","4040.4603674287077","4040.4603674287077","4083.571101398378","4083.571101398378","4083.571101398378"
"151","3341.0646920006534","3341.0646920006534","3341.0646920006534","3894.0749209898295","3894.0749209898295","3894.0749209898295","4039.2499088005984","4039.2499088005984","4039.2499088005984","4083.434065600397","4083.434065600397","4083.434065600397"
"152","3341.264428387194","3341.264428387194","3341.264428387194","3896.179214616045","3896.179214616045","3896.179214616045","4036.8241299697056","4036.8241299697056","4036.8241299697056","4084.348609705852","4084.348609705852","4084.348609705852"
"153","3338.8540864205133","3338.8540864205133","3338.8540864205133","3896.8444587092463","3896.8444587092463","3896.8444587092463","4037.680312882963","4037.680312882963","4037.680312882963","4087.7015449548276","4087.7015449548276","4087.7015449548276"
"154","3337.2835255149776","3337.2835255149776","3337.2835255149776","3897.188573789469","3897.188573789469","3897.188573789469","4038.7122699517645","4038.7122699517645","4038.7122699517645","4089.7978931489642","4089.7978931489642","4089.7978931489642"
"155","3334.9788264978133","3334.9788264978133","3334.9788264978133","3899.846218803811","3899.846218803811","3899.846218803811","4037.3538697185822","4037.3538697185822","4037.3538697185822","4087.7767321563765","4087.7767321563765","4087.7767321563765"
"156","3332.451203056556","3332.451203056556","3332.451203056556","3897.409803816537","3897.409803816537","3897.409803816537","4036.6177074402394","4036.6177074402394","4036.6177074402394","4083.318107417151","4083.318107417151","4083.318107417151"
"157","3330.0545438895756","3330.0545438895756","3330.0545438895756","3897.0578061261913","3897.0578061261913","3897.0578061261913","4035.0970685956486","4035.0970685956486","4035.0970685956486","4084.19706479465","4084.19706479465","4084.19706479465"
"158","3330.5813405500235","3330.5813405500235","3330.5813405500235","3899.192901497593","3899.192901497593","3899.192901497593","4034.665695841267","4034.665695841267","4034.665695841267","4082.621378336683","4082.621378336683","4082.621378336683"
"159","3333.115739505407","3333.115739505407","3333.115739505407","3899.4665884693773","3899.4665884693773","3899.4665884693773","4036.409483012931","4036.409483012931","4036.409483012931","4082.3169132654957","4082.3169132654957","4082.3169132654957"
"160","3331.5014933798107","3331.5014933798107","3331.5014933798107","3897.786933966498","3897.786933966498","3897.786933966498","4036.331090396269","4036.331090396269","4036.331090396269","4083.847354822133","4083.847354822133","4083.847354822133"
"161","3328.324721111408","3328.324721111408","3328.324721111408","3896.3981377816453","3896.3981377816453","3896.3981377816453","4036.0918331326534","4036.0918331326534","4036.0918331326534","4084.161666048225","4084.161666048225","4084.161666048225"
"162","3327.9269000880145","3327.9269000880145","3327.9269000880145","3895.7275827578346","3895.7275827578346","3895.7275827578346","4034.936175461497","4034.936175461497","4034.936175461497","4083.835682642557","4083.835682642557","4083.835682642557"
"163","3326.7770319980073","3326.7770319980073","3326.7770319980073","3896.538311972179","3896.538311972179","3896.538311972179","4034.3857891159983","4034.3857891159983","4034.3857891159983","4085.541014655573","4085.541014655573","4085.541014655573"
"164","3324.7368112562526","3324.7368112562526","3324.7368112562526","3895.554084110152","3895.554084110152","3895.554084110152","4034.5542748094595","4034.5542748094595","4034.5542748094595","4085.4770723366546","4085.4770723366546","4085.4770723366546"
"165","3322.9318592993422","3322.9318592993422","3322.9318592993422","3895.385194178219","3895.385194178219","3895.385194178219","4032.85591653454","4032.85591653454","4032.85591653454","4083.8685275080834","4083.8685275080834","4083.8685275080834"
"166","3320.1712690460786","3320.1712690460786","3320.1712690460786","3892.4767019912465","3892.4767019912465","3892.4767019912465","4036.937623705219","4036.937623705219","4036.937623705219","4081.52134672866","4081.52134672866","4081.52134672866"
"167","3318.9199687368514","3318.9199687368514","3318.9199687368514","3890.7715046340563","3890.7715046340563","3890.7715046340563","4035.764376364931","4035.764376364931","4035.764376364931","4078.8858207690278","4078.8858207690278","4078.8858207690278"
"168","3319.7760952202734","3319.7760952202734","3319.7760952202734","3895.3486594537667","3895.3486594537667","3895.3486594537667","4036.1354901898894","4036.1354901898894","4036.1354901898894","4084.575739806201","4084.575739806201","4084.575739806201"
"169","3317.837065348752","3317.837065348752","3317.837065348752","3892.7547664938797","3892.7547664938797","3892.7547664938797","4033.7373866040793","4033.7373866040793","4033.7373866040793","4081.971677270583","4081.971677270583","4081.971677270583"
"170","3314.649927363296","3314.649927363296","3314.649927363296","3894.181573262688","3894.181573262688","3894.181573262688","4032.2932930555507","4032.2932930555507","4032.2932930555507","4081.8189098194634","4081.8189098194634","4081.8189098194634"
"171","3314.034567934605","3314.034567934605","3314.034567934605","3895.212756522613","3895.212756522613","3895.212756522613","4033.321839720906","4033.321839720906","4033.321839720906","4084.4838044966727","4084.4838044966727","4084.4838044966727"
"172","3310.687755766329","3310.687755766329","3310.687755766329","3892.928567664859","3892.928567664859","3892.928567664859","4029.5696340483014","4029.5696340483014","4029.5696340483014","4083.67243152185","4083.67243152185","4083.67243152185"
"173","3309.1724986406043","3309.1724986406043","3309.1724986406043","3892.3028151116887","3892.3028151116887","3892.3028151116887","4031.495479159384","4031.495479159384","4031.495479159384","4084.178082809014","4084.178082809014","4084.178082809014"
"174","3306.696200637873","3306.696200637873","3306.696200637873","3891.0776751052936","3891.0776751052936","3891.0776751052936","4032.0857947457616","4032.0857947457616","4032.0857947457616","4084.993307082491","4084.993307082491","4084.993307082491"
"175","3304.161173921364","3304.161173921364","3304.161173921364","3892.702672680199","3892.702672680199","3892.702672680199","4034.1590814091874","4034.1590814091874","4034.1590814091874","4086.906108177675","4086.906108177675","4086.906108177675"
"176","3302.7829686108835","3302.7829686108835","3302.7829686108835","3896.2813639880965","3896.2813639880965","3896.2813639880965","4032.6958278364286","4032.6958278364286","4032.6958278364286","4087.858376581352","4087.858376581352","4087.858376581352"
"177","3302.6535275069664","3302.6535275069664","3302.6535275069664","3896.846556900539","3896.846556900539","3896.846556900539","4033.7240878035063","4033.7240878035063","4033.7240878035063","4089.101963188665","4089.101963188665","4089.101963188665"
"178","3299.888339253729","3299.888339253729","3299.888339253729","3895.371149735687","3895.371149735687","3895.371149735687","4033.5785394011805","4033.5785394011805","4033.5785394011805","4088.3366248683733","4088.3366248683733","4088.3366248683733"
"179","3297.593056388657","3297.593056388657","3297.593056388657","3896.1862804401944","3896.1862804401944","3896.1862804401944","4035.2529949576783","4035.2529949576783","4035.2529949576783","4086.495378786405","4086.495378786405","4086.495378786405"
"180","3295.4236956916466","3295.4236956916466","3295.4236956916466","3899.2572847376223","3899.2572847376223","3899.2572847376223","4033.8487135483583","4033.8487135483583","4033.8487135483583","4087.8171272080563","4087.8171272080563","4087.8171272080563"
"181","3296.6401005013468","3296.6401005013468","3296.6401005013468","3900.3613596764358","3900.3613596764358","3900.3613596764358","4034.7462334043166","4034.7462334043166","4034.7462334043166","4088.025447380058","4088.025447380058","4088.025447380058"
"182","3294.4103871999537","3294.4103871999537","3294.4103871999537","3896.0930678228333","3896.0930678228333","3896.0930678228333","4033.0821772507343","4033.0821772507343","4033.0821772507343","4088.0944928418676","4088.0944928418676","4088.0944928418676"
"183","3293.6283077444773","3293.6283077444773","3293.6283077444773","3897.26459200629","3897.26459200629","3897.26459200629","4032.089745059507","4032.089745059507","4032.089745059507","4088.3830482388767","4088.3830482388767","4088.3830482388767"
"184","3290.5316174211334","3290.5316174211334","3290.5316174211334","3895.7500544447016","3895.7500544447016","3895.7500544447016","4030.2379167142285","4030.2379167142285","4030.2379167142285","4088.152257689367","4088.152257689367","4088.152257689367"
"185","3287.8571469485414","3287.8571469485414","3287.8571469485414","3895.6254565349345","3895.6254565349345","3895.6254565349345","4029.370817274876","4029.370817274876","4029.370817274876","4088.252671227375","4088.252671227375","4088.252671227375"
"186","3285.432710722964","3285.432710722964","3285.432710722964","3895.9801571819653","3895.9801571819653","3895.9801571819653","4027.8535136788078","4027.8535136788078","4027.8535136788078","4090.85383858321","4090.85383858321","4090.85383858321"
"187","3285.2176981342195","3285.2176981342195","3285.2176981342195","3895.1427220814","3895.1427220814","3895.1427220814","4028.3817323818766","4028.3817323818766","4028.3817323818766","4090.0085019093253","4090.0085019093253","4090.0085019093253"
"188","3284.3614291433923","3284.3614291433923","3284.3614291433923","3893.7918465997145","3893.7918465997145","3893.7918465997145","4026.2954389734277","4026.2954389734277","4026.2954389734277","4093.2237707434388","4093.2237707434388","4093.2237707434388"
"189","3283.06915181429","3283.06915181429","3283.06915181429","3893.427158599579","3893.427158599579","3893.427158599579","4024.639331576294","4024.639331576294","4024.639331576294","4093.252110337734","4093.252110337734","4093.252110337734"
"190","3282.7790463799543","3282.7790463799543","3282.7790463799543","3895.0503502473807","3895.0503502473807","3895.0503502473807","4026.7150189144463","4026.7150189144463","4026.7150189144463","4095.4163062840485","4095.4163062840485","4095.4163062840485"
"191","3280.282335140307","3280.282335140307","3280.282335140307","3895.4816910634213","3895.4816910634213","3895.4816910634213","4026.4613645737104","4026.4613645737104","4026.4613645737104","4095.6923426215144","4095.6923426215144","4095.6923426215144"
"192","3281.177233901853","3281.177233901853","3281.177233901853","3898.937025160386","3898.937025160386","3898.937025160386","4026.158563685707","4026.158563685707","4026.158563685707","4099.537333904074","4099.537333904074","4099.537333904074"
"193","3279.2613350665642","3279.2613350665642","3279.2613350665642","3899.429890435429","3899.429890435429","3899.429890435429","4024.1584978743927","4024.1584978743927","4024.1584978743927","","",""
"194","3276.735066417181","3276.735066417181","3276.735066417181","","","","4022.86244414321","4022.86244414321","4022.86244414321","","",""
