"Step","prudent_train_env_t05_d07_A2C_100_100_1000_RUN - cost","prudent_train_env_t05_d07_A2C_100_100_1000_RUN - cost__MIN","prudent_train_env_t05_d07_A2C_100_100_1000_RUN - cost__MAX","neutral_train_env_t05_d07_A2C_100_100_1000_RUN - cost","neutral_train_env_t05_d07_A2C_100_100_1000_RUN - cost__MIN","neutral_train_env_t05_d07_A2C_100_100_1000_RUN - cost__MAX","resistant_train_env_t05_d07_A2C_100_100_1000_RUN - cost","resistant_train_env_t05_d07_A2C_100_100_1000_RUN - cost__MIN","resistant_train_env_t05_d07_A2C_100_100_1000_RUN - cost__MAX","receptive_train_env_t05_d07_A2C_100_100_1000_RUN - cost","receptive_train_env_t05_d07_A2C_100_100_1000_RUN - cost__MIN","receptive_train_env_t05_d07_A2C_100_100_1000_RUN - cost__MAX"
"129","3383.056159052197","3383.056159052197","3383.056159052197","11954.044159486073","11954.044159486073","11954.044159486073","11385.003356110687","11385.003356110687","11385.003356110687","13233.358931716824","13233.358931716824","13233.358931716824"
"130","3379.5156822048525","3379.5156822048525","3379.5156822048525","11954.203001809681","11954.203001809681","11954.203001809681","11387.823752865108","11387.823752865108","11387.823752865108","13235.623134626434","13235.623134626434","13235.623134626434"
"131","3377.985810619898","3377.985810619898","3377.985810619898","11950.453367373137","11950.453367373137","11950.453367373137","11391.178856755776","11391.178856755776","11391.178856755776","13238.209509680037","13238.209509680037","13238.209509680037"
"132","3377.352384405697","3377.352384405697","3377.352384405697","11944.152883205868","11944.152883205868","11944.152883205868","11393.44952807329","11393.44952807329","11393.44952807329","13239.684237257474","13239.684237257474","13239.684237257474"
"133","3375.469228270666","3375.469228270666","3375.469228270666","11944.202497998842","11944.202497998842","11944.202497998842","11397.58732742497","11397.58732742497","11397.58732742497","13242.735788635462","13242.735788635462","13242.735788635462"
"134","3371.9451747713074","3371.9451747713074","3371.9451747713074","11938.489970622224","11938.489970622224","11938.489970622224","11399.255279795492","11399.255279795492","11399.255279795492","13242.606587058082","13242.606587058082","13242.606587058082"
"135","3371.1306168185715","3371.1306168185715","3371.1306168185715","11934.049331739012","11934.049331739012","11934.049331739012","11402.00407026443","11402.00407026443","11402.00407026443","13241.948997270403","13241.948997270403","13241.948997270403"
"136","3369.4242777454124","3369.4242777454124","3369.4242777454124","11933.806542056866","11933.806542056866","11933.806542056866","11402.390081532096","11402.390081532096","11402.390081532096","13242.17154256693","13242.17154256693","13242.17154256693"
"137","3369.381956275065","3369.381956275065","3369.381956275065","11935.311767789579","11935.311767789579","11935.311767789579","11404.587035534836","11404.587035534836","11404.587035534836","13242.197711191648","13242.197711191648","13242.197711191648"
"138","3367.5527900854745","3367.5527900854745","3367.5527900854745","11929.113705491774","11929.113705491774","11929.113705491774","11406.246625971398","11406.246625971398","11406.246625971398","13242.488063606239","13242.488063606239","13242.488063606239"
"139","3363.2009426690624","3363.2009426690624","3363.2009426690624","11931.770615084863","11931.770615084863","11931.770615084863","11409.667308502754","11409.667308502754","11409.667308502754","13239.175977604531","13239.175977604531","13239.175977604531"
"140","3361.4815381209883","3361.4815381209883","3361.4815381209883","11933.630601415565","11933.630601415565","11933.630601415565","11411.193761640041","11411.193761640041","11411.193761640041","13236.714638074563","13236.714638074563","13236.714638074563"
"141","3358.38188918436","3358.38188918436","3358.38188918436","11931.219635181093","11931.219635181093","11931.219635181093","11413.42246655457","11413.42246655457","11413.42246655457","13234.516044039363","13234.516044039363","13234.516044039363"
"142","3356.054969736098","3356.054969736098","3356.054969736098","11927.035930298154","11927.035930298154","11927.035930298154","11416.860368943122","11416.860368943122","11416.860368943122","13238.34997021941","13238.34997021941","13238.34997021941"
"143","3353.663087944299","3353.663087944299","3353.663087944299","11927.146833086104","11927.146833086104","11927.146833086104","11417.665867852895","11417.665867852895","11417.665867852895","13238.1294906665","13238.1294906665","13238.1294906665"
"144","3354.259417535965","3354.259417535965","3354.259417535965","11926.853269744986","11926.853269744986","11926.853269744986","11421.26899558117","11421.26899558117","11421.26899558117","13241.051325508317","13241.051325508317","13241.051325508317"
"145","3356.3774038733536","3356.3774038733536","3356.3774038733536","11925.801638804496","11925.801638804496","11925.801638804496","11423.530757870221","11423.530757870221","11423.530757870221","13243.213510872534","13243.213510872534","13243.213510872534"
"146","3352.6807265876255","3352.6807265876255","3352.6807265876255","11925.747850023032","11925.747850023032","11925.747850023032","11425.027060084989","11425.027060084989","11425.027060084989","13243.16570159733","13243.16570159733","13243.16570159733"
"147","3351.7103600161395","3351.7103600161395","3351.7103600161395","11923.86762316619","11923.86762316619","11923.86762316619","11426.60194844589","11426.60194844589","11426.60194844589","13246.037906114076","13246.037906114076","13246.037906114076"
"148","3348.3821921010035","3348.3821921010035","3348.3821921010035","11920.18543194984","11920.18543194984","11920.18543194984","11428.04647192593","11428.04647192593","11428.04647192593","13246.773163426562","13246.773163426562","13246.773163426562"
"149","3347.080178341475","3347.080178341475","3347.080178341475","11915.384067561647","11915.384067561647","11915.384067561647","11428.795844655351","11428.795844655351","11428.795844655351","13250.25144549076","13250.25144549076","13250.25144549076"
"150","3343.9093492470197","3343.9093492470197","3343.9093492470197","11915.991652985358","11915.991652985358","11915.991652985358","11429.81223174608","11429.81223174608","11429.81223174608","13251.619713517515","13251.619713517515","13251.619713517515"
"151","3341.0646920006534","3341.0646920006534","3341.0646920006534","11917.325405107862","11917.325405107862","11917.325405107862","11431.715924964574","11431.715924964574","11431.715924964574","13255.519774119959","13255.519774119959","13255.519774119959"
"152","3341.264428387194","3341.264428387194","3341.264428387194","11914.800059379999","11914.800059379999","11914.800059379999","11432.700809103015","11432.700809103015","11432.700809103015","13254.523796686917","13254.523796686917","13254.523796686917"
"153","3338.8540864205133","3338.8540864205133","3338.8540864205133","11911.121081332198","11911.121081332198","11911.121081332198","11434.634728739009","11434.634728739009","11434.634728739009","13255.916156812773","13255.916156812773","13255.916156812773"
"154","3337.2835255149776","3337.2835255149776","3337.2835255149776","11912.339231409598","11912.339231409598","11912.339231409598","11436.133422203073","11436.133422203073","11436.133422203073","13256.578651814194","13256.578651814194","13256.578651814194"
"155","3334.9788264978133","3334.9788264978133","3334.9788264978133","11913.264761171064","11913.264761171064","11913.264761171064","11439.634663614717","11439.634663614717","11439.634663614717","13257.72443269805","13257.72443269805","13257.72443269805"
"156","3332.451203056556","3332.451203056556","3332.451203056556","11914.131993462013","11914.131993462013","11914.131993462013","11441.84333195239","11441.84333195239","11441.84333195239","13255.687560887483","13255.687560887483","13255.687560887483"
"157","3330.0545438895756","3330.0545438895756","3330.0545438895756","11912.999746299662","11912.999746299662","11912.999746299662","11444.013750379647","11444.013750379647","11444.013750379647","13254.538569774828","13254.538569774828","13254.538569774828"
"158","3330.5813405500235","3330.5813405500235","3330.5813405500235","11913.479182983028","11913.479182983028","11913.479182983028","11445.155856237969","11445.155856237969","11445.155856237969","13256.901374905134","13256.901374905134","13256.901374905134"
"159","3333.115739505407","3333.115739505407","3333.115739505407","11915.655824141762","11915.655824141762","11915.655824141762","11444.042849931317","11444.042849931317","11444.042849931317","13253.192279066847","13253.192279066847","13253.192279066847"
"160","3331.5014933798107","3331.5014933798107","3331.5014933798107","11914.1006222263","11914.1006222263","11914.1006222263","11445.809076606583","11445.809076606583","11445.809076606583","13251.496251855091","13251.496251855091","13251.496251855091"
"161","3328.324721111408","3328.324721111408","3328.324721111408","11916.223318073604","11916.223318073604","11916.223318073604","11449.398662938973","11449.398662938973","11449.398662938973","13253.679414783019","13253.679414783019","13253.679414783019"
"162","3327.9269000880145","3327.9269000880145","3327.9269000880145","11915.673572916176","11915.673572916176","11915.673572916176","11451.997891556299","11451.997891556299","11451.997891556299","13253.61774873701","13253.61774873701","13253.61774873701"
"163","3326.7770319980073","3326.7770319980073","3326.7770319980073","11917.38132490216","11917.38132490216","11917.38132490216","11453.372224650726","11453.372224650726","11453.372224650726","13256.114846295317","13256.114846295317","13256.114846295317"
"164","3324.7368112562526","3324.7368112562526","3324.7368112562526","11915.068603290341","11915.068603290341","11915.068603290341","11456.276035307656","11456.276035307656","11456.276035307656","13256.318684019656","13256.318684019656","13256.318684019656"
"165","3322.9318592993422","3322.9318592993422","3322.9318592993422","11913.909029130404","11913.909029130404","11913.909029130404","11458.14733193126","11458.14733193126","11458.14733193126","13255.429649234893","13255.429649234893","13255.429649234893"
"166","3320.1712690460786","3320.1712690460786","3320.1712690460786","11911.377337529575","11911.377337529575","11911.377337529575","11459.414925329665","11459.414925329665","11459.414925329665","13255.58762742691","13255.58762742691","13255.58762742691"
"167","3318.9199687368514","3318.9199687368514","3318.9199687368514","11910.34784303146","11910.34784303146","11910.34784303146","11460.138090260574","11460.138090260574","11460.138090260574","13256.63569385498","13256.63569385498","13256.63569385498"
"168","3319.7760952202734","3319.7760952202734","3319.7760952202734","11907.902127865407","11907.902127865407","11907.902127865407","11460.621177654073","11460.621177654073","11460.621177654073","13257.150057099427","13257.150057099427","13257.150057099427"
"169","3317.837065348752","3317.837065348752","3317.837065348752","11909.9400805736","11909.9400805736","11909.9400805736","11459.433999918834","11459.433999918834","11459.433999918834","13257.235672437786","13257.235672437786","13257.235672437786"
"170","3314.649927363296","3314.649927363296","3314.649927363296","11910.329714779282","11910.329714779282","11910.329714779282","11461.148502385193","11461.148502385193","11461.148502385193","13256.665416181357","13256.665416181357","13256.665416181357"
"171","3314.034567934605","3314.034567934605","3314.034567934605","11911.548814278649","11911.548814278649","11911.548814278649","11463.757334865748","11463.757334865748","11463.757334865748","13254.835963590525","13254.835963590525","13254.835963590525"
"172","3310.687755766329","3310.687755766329","3310.687755766329","11910.655104421754","11910.655104421754","11910.655104421754","11464.9061748863","11464.9061748863","11464.9061748863","13253.49142715277","13253.49142715277","13253.49142715277"
"173","3309.1724986406043","3309.1724986406043","3309.1724986406043","11914.41676819138","11914.41676819138","11914.41676819138","11465.599703096554","11465.599703096554","11465.599703096554","13254.46524574004","13254.46524574004","13254.46524574004"
"174","3306.696200637873","3306.696200637873","3306.696200637873","11914.356949920384","11914.356949920384","11914.356949920384","11467.858376814758","11467.858376814758","11467.858376814758","13253.697966031448","13253.697966031448","13253.697966031448"
"175","3304.161173921364","3304.161173921364","3304.161173921364","11914.486483843002","11914.486483843002","11914.486483843002","11470.326903504654","11470.326903504654","11470.326903504654","13251.08631832557","13251.08631832557","13251.08631832557"
"176","3302.7829686108835","3302.7829686108835","3302.7829686108835","11914.815888629948","11914.815888629948","11914.815888629948","11472.57166534224","11472.57166534224","11472.57166534224","13250.905096081544","13250.905096081544","13250.905096081544"
"177","3302.6535275069664","3302.6535275069664","3302.6535275069664","11912.168762247467","11912.168762247467","11912.168762247467","11474.663942343253","11474.663942343253","11474.663942343253","13251.308985160587","13251.308985160587","13251.308985160587"
"178","3299.888339253729","3299.888339253729","3299.888339253729","11914.918294964267","11914.918294964267","11914.918294964267","11477.34831853151","11477.34831853151","11477.34831853151","13252.273014557199","13252.273014557199","13252.273014557199"
"179","3297.593056388657","3297.593056388657","3297.593056388657","11913.725123042395","11913.725123042395","11913.725123042395","11478.97663211217","11478.97663211217","11478.97663211217","13250.713690559203","13250.713690559203","13250.713690559203"
"180","3295.4236956916466","3295.4236956916466","3295.4236956916466","11915.0190646623","11915.0190646623","11915.0190646623","11481.431772183738","11481.431772183738","11481.431772183738","13251.36200311055","13251.36200311055","13251.36200311055"
"181","3296.6401005013468","3296.6401005013468","3296.6401005013468","11912.420794312024","11912.420794312024","11912.420794312024","11482.569294890429","11482.569294890429","11482.569294890429","13252.086583472159","13252.086583472159","13252.086583472159"
"182","3294.4103871999537","3294.4103871999537","3294.4103871999537","11911.662598206203","11911.662598206203","11911.662598206203","11483.886440355089","11483.886440355089","11483.886440355089","13253.734102494971","13253.734102494971","13253.734102494971"
"183","3293.6283077444773","3293.6283077444773","3293.6283077444773","11912.35448289439","11912.35448289439","11912.35448289439","11485.081473566288","11485.081473566288","11485.081473566288","13255.584243238016","13255.584243238016","13255.584243238016"
"184","3290.5316174211334","3290.5316174211334","3290.5316174211334","11911.0797673757","11911.0797673757","11911.0797673757","11486.736196785665","11486.736196785665","11486.736196785665","13255.061197719117","13255.061197719117","13255.061197719117"
"185","3287.8571469485414","3287.8571469485414","3287.8571469485414","11912.307796932284","11912.307796932284","11912.307796932284","11489.703908777172","11489.703908777172","11489.703908777172","13256.355901745645","13256.355901745645","13256.355901745645"
"186","3285.432710722964","3285.432710722964","3285.432710722964","11912.975606504773","11912.975606504773","11912.975606504773","11491.750540884035","11491.750540884035","11491.750540884035","13256.933675756272","13256.933675756272","13256.933675756272"
"187","3285.2176981342195","3285.2176981342195","3285.2176981342195","11914.023680220967","11914.023680220967","11914.023680220967","11492.869992121769","11492.869992121769","11492.869992121769","13258.574619790048","13258.574619790048","13258.574619790048"
"188","3284.3614291433923","3284.3614291433923","3284.3614291433923","11913.80065589225","11913.80065589225","11913.80065589225","11493.45641763197","11493.45641763197","11493.45641763197","13257.761620568494","13257.761620568494","13257.761620568494"
"189","3283.06915181429","3283.06915181429","3283.06915181429","11911.62016373982","11911.62016373982","11911.62016373982","","","","13258.628061455469","13258.628061455469","13258.628061455469"
"190","3282.7790463799543","3282.7790463799543","3282.7790463799543","11910.789741788494","11910.789741788494","11910.789741788494","","","","13261.600954873644","13261.600954873644","13261.600954873644"
"191","3280.282335140307","3280.282335140307","3280.282335140307","11913.92150513549","11913.92150513549","11913.92150513549","","","","","",""
"192","3281.177233901853","3281.177233901853","3281.177233901853","11912.230204696552","11912.230204696552","11912.230204696552","","","","","",""
"193","3279.2613350665642","3279.2613350665642","3279.2613350665642","11910.213993234478","11910.213993234478","11910.213993234478","","","","","",""
"194","3276.735066417181","3276.735066417181","3276.735066417181","11912.891287888295","11912.891287888295","11912.891287888295","","","","","",""
