"Step","prudent_train_env_t05_d07_A2C_200_200_2000_RUN - episode_reward_mean","prudent_train_env_t05_d07_A2C_200_200_2000_RUN - episode_reward_mean__MIN","prudent_train_env_t05_d07_A2C_200_200_2000_RUN - episode_reward_mean__MAX","neutral_train_env_t05_d07_A2C_200_200_2000_RUN - episode_reward_mean","neutral_train_env_t05_d07_A2C_200_200_2000_RUN - episode_reward_mean__MIN","neutral_train_env_t05_d07_A2C_200_200_2000_RUN - episode_reward_mean__MAX","resistant_train_env_t05_d07_A2C_200_200_2000_RUN - episode_reward_mean","resistant_train_env_t05_d07_A2C_200_200_2000_RUN - episode_reward_mean__MIN","resistant_train_env_t05_d07_A2C_200_200_2000_RUN - episode_reward_mean__MAX","receptive_train_env_t05_d07_A2C_200_200_2000_RUN - episode_reward_mean","receptive_train_env_t05_d07_A2C_200_200_2000_RUN - episode_reward_mean__MIN","receptive_train_env_t05_d07_A2C_200_200_2000_RUN - episode_reward_mean__MAX"
"109","-1268522.523136139","-1268522.523136139","-1268522.523136139","-1699558.2897259428","-1699558.2897259428","-1699558.2897259428","-2903952.8352832855","-2903952.8352832855","-2903952.8352832855","-860365.4527373812","-860365.4527373812","-860365.4527373812"
"110","-1267894.2041496465","-1267894.2041496465","-1267894.2041496465","-1698889.226917374","-1698889.226917374","-1698889.226917374","-2904502.0419945186","-2904502.0419945186","-2904502.0419945186","-860068.8179799356","-860068.8179799356","-860068.8179799356"
"111","-1267079.5049987573","-1267079.5049987573","-1267079.5049987573","-1699155.649542563","-1699155.649542563","-1699155.649542563","-2905385.482939226","-2905385.482939226","-2905385.482939226","-860051.4547074502","-860051.4547074502","-860051.4547074502"
"112","-1266212.7656036823","-1266212.7656036823","-1266212.7656036823","-1698943.14344134","-1698943.14344134","-1698943.14344134","-2907070.7661122167","-2907070.7661122167","-2907070.7661122167","-859725.8767590752","-859725.8767590752","-859725.8767590752"
"113","-1265690.3961813606","-1265690.3961813606","-1265690.3961813606","-1698175.9396458976","-1698175.9396458976","-1698175.9396458976","-2908347.9826608608","-2908347.9826608608","-2908347.9826608608","-858816.6813769231","-858816.6813769231","-858816.6813769231"
"114","-1265442.2667169115","-1265442.2667169115","-1265442.2667169115","-1697844.0164671629","-1697844.0164671629","-1697844.0164671629","-2909014.5801529563","-2909014.5801529563","-2909014.5801529563","-858779.9160266807","-858779.9160266807","-858779.9160266807"
"115","-1265116.1739074786","-1265116.1739074786","-1265116.1739074786","-1697474.5228893608","-1697474.5228893608","-1697474.5228893608","-2910033.159939721","-2910033.159939721","-2910033.159939721","-858892.7809254829","-858892.7809254829","-858892.7809254829"
"116","-1263871.7212595637","-1263871.7212595637","-1263871.7212595637","-1696390.581086464","-1696390.581086464","-1696390.581086464","-2911308.3233012822","-2911308.3233012822","-2911308.3233012822","-858094.5023145339","-858094.5023145339","-858094.5023145339"
"117","-1263436.0522007172","-1263436.0522007172","-1263436.0522007172","-1695484.9786214002","-1695484.9786214002","-1695484.9786214002","-2912123.157512152","-2912123.157512152","-2912123.157512152","-857760.7320348915","-857760.7320348915","-857760.7320348915"
"118","-1262692.5540327164","-1262692.5540327164","-1262692.5540327164","-1695026.819273964","-1695026.819273964","-1695026.819273964","-2913264.646480385","-2913264.646480385","-2913264.646480385","-857722.997728464","-857722.997728464","-857722.997728464"
"119","-1261611.2261335624","-1261611.2261335624","-1261611.2261335624","-1694578.2124543397","-1694578.2124543397","-1694578.2124543397","-2914515.0343414","-2914515.0343414","-2914515.0343414","-856984.9008813275","-856984.9008813275","-856984.9008813275"
"120","-1260778.9721925128","-1260778.9721925128","-1260778.9721925128","-1694603.245265497","-1694603.245265497","-1694603.245265497","-2915901.308919804","-2915901.308919804","-2915901.308919804","-856917.7538675166","-856917.7538675166","-856917.7538675166"
"121","-1260076.3848748272","-1260076.3848748272","-1260076.3848748272","-1694298.3074389326","-1694298.3074389326","-1694298.3074389326","-2916517.0727156657","-2916517.0727156657","-2916517.0727156657","-856229.3143853281","-856229.3143853281","-856229.3143853281"
"122","-1259584.8218116702","-1259584.8218116702","-1259584.8218116702","-1694275.5256340546","-1694275.5256340546","-1694275.5256340546","-2917517.9513939763","-2917517.9513939763","-2917517.9513939763","-855802.5307389544","-855802.5307389544","-855802.5307389544"
"123","-1258780.974332533","-1258780.974332533","-1258780.974332533","-1693959.996504008","-1693959.996504008","-1693959.996504008","-2918479.7450201875","-2918479.7450201875","-2918479.7450201875","-855819.34839601","-855819.34839601","-855819.34839601"
"124","-1257993.1231945918","-1257993.1231945918","-1257993.1231945918","-1693610.78481616","-1693610.78481616","-1693610.78481616","-2919670.873696892","-2919670.873696892","-2919670.873696892","-855273.4744160421","-855273.4744160421","-855273.4744160421"
"125","-1257732.0931497212","-1257732.0931497212","-1257732.0931497212","-1693558.63380849","-1693558.63380849","-1693558.63380849","-2919733.085536568","-2919733.085536568","-2919733.085536568","-855453.4321925914","-855453.4321925914","-855453.4321925914"
"126","-1257541.6378431842","-1257541.6378431842","-1257541.6378431842","-1693080.5091884488","-1693080.5091884488","-1693080.5091884488","-2920017.349645935","-2920017.349645935","-2920017.349645935","-855288.3685708379","-855288.3685708379","-855288.3685708379"
"127","-1257206.8605652063","-1257206.8605652063","-1257206.8605652063","-1692976.1177441045","-1692976.1177441045","-1692976.1177441045","-2920916.778144365","-2920916.778144365","-2920916.778144365","-855062.4609146183","-855062.4609146183","-855062.4609146183"
"128","-1256869.7492497764","-1256869.7492497764","-1256869.7492497764","-1692371.909283377","-1692371.909283377","-1692371.909283377","-2921975.7165673543","-2921975.7165673543","-2921975.7165673543","-854424.5666944053","-854424.5666944053","-854424.5666944053"
"129","-1256190.3111974685","-1256190.3111974685","-1256190.3111974685","-1692012.0462952428","-1692012.0462952428","-1692012.0462952428","-2922672.0503335493","-2922672.0503335493","-2922672.0503335493","-853782.589700948","-853782.589700948","-853782.589700948"
"130","-1255900.771586601","-1255900.771586601","-1255900.771586601","-1692175.772722973","-1692175.772722973","-1692175.772722973","-2923509.6200902276","-2923509.6200902276","-2923509.6200902276","-853569.9742796649","-853569.9742796649","-853569.9742796649"
"131","-1255852.2681302533","-1255852.2681302533","-1255852.2681302533","-1691983.1544660877","-1691983.1544660877","-1691983.1544660877","-2924301.1796937534","-2924301.1796937534","-2924301.1796937534","-853597.3004187713","-853597.3004187713","-853597.3004187713"
"132","-1255701.912502415","-1255701.912502415","-1255701.912502415","-1691337.555001193","-1691337.555001193","-1691337.555001193","-2924884.0168396467","-2924884.0168396467","-2924884.0168396467","-853541.9398763556","-853541.9398763556","-853541.9398763556"
"133","-1254545.6543024143","-1254545.6543024143","-1254545.6543024143","-1691341.42569725","-1691341.42569725","-1691341.42569725","-2925686.879934519","-2925686.879934519","-2925686.879934519","-853229.302952815","-853229.302952815","-853229.302952815"
"134","-1253775.1934071735","-1253775.1934071735","-1253775.1934071735","-1690893.2072832836","-1690893.2072832836","-1690893.2072832836","-2926236.0935670105","-2926236.0935670105","-2926236.0935670105","-853122.6065870585","-853122.6065870585","-853122.6065870585"
"135","-1253513.6108788522","-1253513.6108788522","-1253513.6108788522","-1690177.0101417755","-1690177.0101417755","-1690177.0101417755","-2927092.977440463","-2927092.977440463","-2927092.977440463","-852862.537232565","-852862.537232565","-852862.537232565"
"136","-1252944.0095815181","-1252944.0095815181","-1252944.0095815181","-1690159.4530361167","-1690159.4530361167","-1690159.4530361167","-2927767.0250335624","-2927767.0250335624","-2927767.0250335624","-852624.6532943922","-852624.6532943922","-852624.6532943922"
"137","-1252116.9635677845","-1252116.9635677845","-1252116.9635677845","-1690297.4990233057","-1690297.4990233057","-1690297.4990233057","-2928550.542277438","-2928550.542277438","-2928550.542277438","-852407.4151024964","-852407.4151024964","-852407.4151024964"
"138","-1251651.1083559424","-1251651.1083559424","-1251651.1083559424","-1689876.5325976259","-1689876.5325976259","-1689876.5325976259","-2929401.372998804","-2929401.372998804","-2929401.372998804","-852236.7326679232","-852236.7326679232","-852236.7326679232"
"139","-1250664.3909912726","-1250664.3909912726","-1250664.3909912726","-1689111.1497534558","-1689111.1497534558","-1689111.1497534558","-2930509.574173777","-2930509.574173777","-2930509.574173777","-851473.4616918906","-851473.4616918906","-851473.4616918906"
"140","-1250117.1231832944","-1250117.1231832944","-1250117.1231832944","-1688920.6174443136","-1688920.6174443136","-1688920.6174443136","-2931770.6264909296","-2931770.6264909296","-2931770.6264909296","-851198.4167657346","-851198.4167657346","-851198.4167657346"
"141","-1249496.6209398326","-1249496.6209398326","-1249496.6209398326","-1688618.7175257104","-1688618.7175257104","-1688618.7175257104","-2932231.5903033135","-2932231.5903033135","-2932231.5903033135","-851379.5864665749","-851379.5864665749","-851379.5864665749"
"142","-1249085.9424588778","-1249085.9424588778","-1249085.9424588778","-1688207.9634184367","-1688207.9634184367","-1688207.9634184367","-2932749.776380087","-2932749.776380087","-2932749.776380087","-851190.7975226673","-851190.7975226673","-851190.7975226673"
"143","-1248550.2817732666","-1248550.2817732666","-1248550.2817732666","-1687560.5638289275","-1687560.5638289275","-1687560.5638289275","-2932565.179676236","-2932565.179676236","-2932565.179676236","-850846.4628240002","-850846.4628240002","-850846.4628240002"
"144","-1248531.736662889","-1248531.736662889","-1248531.736662889","-1687082.3713873066","-1687082.3713873066","-1687082.3713873066","-2932688.763616145","-2932688.763616145","-2932688.763616145","-850977.6030496466","-850977.6030496466","-850977.6030496466"
"145","-1247923.8186854327","-1247923.8186854327","-1247923.8186854327","-1686993.6628518908","-1686993.6628518908","-1686993.6628518908","-2933713.437606873","-2933713.437606873","-2933713.437606873","-850855.5422779962","-850855.5422779962","-850855.5422779962"
"146","-1247399.3263961545","-1247399.3263961545","-1247399.3263961545","-1686924.2904270566","-1686924.2904270566","-1686924.2904270566","-2934678.01854146","-2934678.01854146","-2934678.01854146","-850810.5126403731","-850810.5126403731","-850810.5126403731"
"147","-1247427.5818439252","-1247427.5818439252","-1247427.5818439252","-1686342.872605757","-1686342.872605757","-1686342.872605757","-2935083.5393826524","-2935083.5393826524","-2935083.5393826524","-850452.7946628712","-850452.7946628712","-850452.7946628712"
"148","-1246783.5118038803","-1246783.5118038803","-1246783.5118038803","-1685717.7382450388","-1685717.7382450388","-1685717.7382450388","-2935747.9413996357","-2935747.9413996357","-2935747.9413996357","-850057.5114184605","-850057.5114184605","-850057.5114184605"
"149","-1246107.9514520862","-1246107.9514520862","-1246107.9514520862","-1685648.4620059184","-1685648.4620059184","-1685648.4620059184","-2935859.8850765275","-2935859.8850765275","-2935859.8850765275","-850294.2514454911","-850294.2514454911","-850294.2514454911"
"150","-1246175.2108430555","-1246175.2108430555","-1246175.2108430555","-1685375.0437258368","-1685375.0437258368","-1685375.0437258368","-2936329.1580724693","-2936329.1580724693","-2936329.1580724693","-850350.9574618622","-850350.9574618622","-850350.9574618622"
"151","-1245582.2328157267","-1245582.2328157267","-1245582.2328157267","-1685168.6950262787","-1685168.6950262787","-1685168.6950262787","-2937184.4786304384","-2937184.4786304384","-2937184.4786304384","-849781.835563594","-849781.835563594","-849781.835563594"
"152","-1245143.2380381455","-1245143.2380381455","-1245143.2380381455","-1684558.877980462","-1684558.877980462","-1684558.877980462","-2937419.688242055","-2937419.688242055","-2937419.688242055","-849556.484581001","-849556.484581001","-849556.484581001"
"153","-1244673.4678353327","-1244673.4678353327","-1244673.4678353327","-1684151.4664140618","-1684151.4664140618","-1684151.4664140618","-2937840.6253747186","-2937840.6253747186","-2937840.6253747186","-849472.7992736963","-849472.7992736963","-849472.7992736963"
"154","-1244774.6079286283","-1244774.6079286283","-1244774.6079286283","-1683828.2848828791","-1683828.2848828791","-1683828.2848828791","-2938367.1186562194","-2938367.1186562194","-2938367.1186562194","-849958.5141356855","-849958.5141356855","-849958.5141356855"
"155","-1244284.4616034194","-1244284.4616034194","-1244284.4616034194","-1683859.8396952373","-1683859.8396952373","-1683859.8396952373","-2939029.6082499763","-2939029.6082499763","-2939029.6082499763","-849826.9552019291","-849826.9552019291","-849826.9552019291"
"156","-1243577.6645808867","-1243577.6645808867","-1243577.6645808867","-1684208.4737632226","-1684208.4737632226","-1684208.4737632226","-2939937.5387003287","-2939937.5387003287","-2939937.5387003287","-849827.6620831807","-849827.6620831807","-849827.6620831807"
"157","-1243409.7160339744","-1243409.7160339744","-1243409.7160339744","-1683833.988547279","-1683833.988547279","-1683833.988547279","-2940592.3259017244","-2940592.3259017244","-2940592.3259017244","-849703.9056583828","-849703.9056583828","-849703.9056583828"
"158","-1242650.1362977242","-1242650.1362977242","-1242650.1362977242","-1683703.120384862","-1683703.120384862","-1683703.120384862","-2941071.1523680496","-2941071.1523680496","-2941071.1523680496","-849313.5051484904","-849313.5051484904","-849313.5051484904"
"159","-1242719.4665884697","-1242719.4665884697","-1242719.4665884697","-1683551.9219757703","-1683551.9219757703","-1683551.9219757703","-2941619.6292050234","-2941619.6292050234","-2941619.6292050234","-849266.9422790672","-849266.9422790672","-849266.9422790672"
"160","-1242189.7123998052","-1242189.7123998052","-1242189.7123998052","-1683255.3394199226","-1683255.3394199226","-1683255.3394199226","-2942205.9182881378","-2942205.9182881378","-2942205.9182881378","-848962.0552580667","-848962.0552580667","-848962.0552580667"
"161","-1241655.657397041","-1241655.657397041","-1241655.657397041","-1683250.6092757604","-1683250.6092757604","-1683250.6092757604","-2942738.468802624","-2942738.468802624","-2942738.468802624","-849016.6423777465","-849016.6423777465","-849016.6423777465"
"162","-1241474.8686870527","-1241474.8686870527","-1241474.8686870527","-1682935.1541963117","-1682935.1541963117","-1682935.1541963117","-2943406.2544078063","-2943406.2544078063","-2943406.2544078063","-848615.5809389215","-848615.5809389215","-848615.5809389215"
"163","-1240701.416360753","-1240701.416360753","-1240701.416360753","-1683183.817743924","-1683183.817743924","-1683183.817743924","-2944028.796110021","-2944028.796110021","-2944028.796110021","-847995.1392365398","-847995.1392365398","-847995.1392365398"
"164","-1240175.5540841105","-1240175.5540841105","-1240175.5540841105","-1682887.4558813127","-1682887.4558813127","-1682887.4558813127","-2944738.8492971756","-2944738.8492971756","-2944738.8492971756","-847641.7732294748","-847641.7732294748","-847641.7732294748"
"165","-1239909.8430255037","-1239909.8430255037","-1239909.8430255037","-1682705.4781070272","-1682705.4781070272","-1682705.4781070272","-2945491.7853854974","-2945491.7853854974","-2945491.7853854974","-846991.5742275487","-846991.5742275487","-846991.5742275487"
"166","-1239676.907839716","-1239676.907839716","-1239676.907839716","-1682469.4599505407","-1682469.4599505407","-1682469.4599505407","-2945971.092448362","-2945971.092448362","-2945971.092448362","-846774.1505016789","-846774.1505016789","-846774.1505016789"
"167","-1239258.6286474913","-1239258.6286474913","-1239258.6286474913","-1682117.141152395","-1682117.141152395","-1682117.141152395","-2946379.677215777","-2946379.677215777","-2946379.677215777","-846488.7785509984","-846488.7785509984","-846488.7785509984"
"168","-1238695.348659454","-1238695.348659454","-1238695.348659454","-1681566.7233047888","-1681566.7233047888","-1681566.7233047888","-2946366.8858204638","-2946366.8858204638","-2946366.8858204638","-846234.6648499994","-846234.6648499994","-846234.6648499994"
"169","-1238244.5194723764","-1238244.5194723764","-1238244.5194723764","-1681702.418766907","-1681702.418766907","-1681702.418766907","-2946896.793538127","-2946896.793538127","-2946896.793538127","-845877.2356724383","-845877.2356724383","-845877.2356724383"
"170","-1237385.4096434384","-1237385.4096434384","-1237385.4096434384","-1681077.9319776327","-1681077.9319776327","-1681077.9319776327","-2947056.396697907","-2947056.396697907","-2947056.396697907","-845653.1566442521","-845653.1566442521","-845653.1566442521"
"171","-1236706.8406634997","-1236706.8406634997","-1236706.8406634997","-1680963.5413904304","-1680963.5413904304","-1680963.5413904304","-2947531.956397462","-2947531.956397462","-2947531.956397462","-845524.6034054515","-845524.6034054515","-845524.6034054515"
"172","-1236074.4314578385","-1236074.4314578385","-1236074.4314578385","-1680859.7262604407","-1680859.7262604407","-1680859.7262604407","-2947967.1198809673","-2947967.1198809673","-2947967.1198809673","-845134.4162826447","-845134.4162826447","-845134.4162826447"
"173","-1235085.406263388","-1235085.406263388","-1235085.406263388","-1680616.1241295259","-1680616.1241295259","-1680616.1241295259","-2948244.072165712","-2948244.072165712","-2948244.072165712","-845144.1204181545","-845144.1204181545","-845144.1204181545"
"174","-1235022.5062465342","-1235022.5062465342","-1235022.5062465342","-1680151.5853322379","-1680151.5853322379","-1680151.5853322379","-2948850.2821779004","-2948850.2821779004","-2948850.2821779004","-844740.5551088891","-844740.5551088891","-844740.5551088891"
"175","-1234598.3844908623","-1234598.3844908623","-1234598.3844908623","-1679922.7332572825","-1679922.7332572825","-1679922.7332572825","-2949447.2159239557","-2949447.2159239557","-2949447.2159239557","-844714.7226819624","-844714.7226819624","-844714.7226819624"
"176","-1234509.8406860223","-1234509.8406860223","-1234509.8406860223","-1679813.700276494","-1679813.700276494","-1679813.700276494","-2949875.6215835474","-2949875.6215835474","-2949875.6215835474","-844705.1423842176","-844705.1423842176","-844705.1423842176"
"177","-1234271.0038602715","-1234271.0038602715","-1234271.0038602715","-1679375.4704713346","-1679375.4704713346","-1679375.4704713346","-2950305.951591051","-2950305.951591051","-2950305.951591051","-844716.477524487","-844716.477524487","-844716.477524487"
"178","-1233784.7566245962","-1233784.7566245962","-1233784.7566245962","-1679052.257110478","-1679052.257110478","-1679052.257110478","-2950551.628424175","-2950551.628424175","-2950551.628424175","-844711.4908916528","-844711.4908916528","-844711.4908916528"
"179","-1233316.1862804405","-1233316.1862804405","-1233316.1862804405","-1679294.6890499082","-1679294.6890499082","-1679294.6890499082","-2951322.775777898","-2951322.775777898","-2951322.775777898","-844720.7136905597","-844720.7136905597","-844720.7136905597"
"180","-1233590.9699919203","-1233590.9699919203","-1233590.9699919203","-1678960.2854976624","-1678960.2854976624","-1678960.2854976624","-2951726.3229619414","-2951726.3229619414","-2951726.3229619414","-844702.1907323928","-844702.1907323928","-844702.1907323928"
"181","-1233475.0866344022","-1233475.0866344022","-1233475.0866344022","-1678274.7553656562","-1678274.7553656562","-1678274.7553656562","-2951686.6307170396","-2951686.6307170396","-2951686.6307170396","-844664.1744955606","-844664.1744955606","-844664.1744955606"
"182","-1233355.1094612658","-1233355.1094612658","-1233355.1094612658","-1677859.9690870007","-1677859.9690870007","-1677859.9690870007","-2951465.552697259","-2951465.552697259","-2951465.552697259","-844716.0291844627","-844716.0291844627","-844716.0291844627"
"183","-1233062.481983311","-1233062.481983311","-1233062.481983311","-1677480.7071660631","-1677480.7071660631","-1677480.7071660631","-2951724.2007164853","-2951724.2007164853","-2951724.2007164853","-844558.8451128039","-844558.8451128039","-844558.8451128039"
"184","-1232695.750054445","-1232695.750054445","-1232695.750054445","-1677112.1294994054","-1677112.1294994054","-1677112.1294994054","-2951812.9803148042","-2951812.9803148042","-2951812.9803148042","-844443.1693058278","-844443.1693058278","-844443.1693058278"
"185","-1232021.431908148","-1232021.431908148","-1232021.431908148","-1677153.655386363","-1677153.655386363","-1677153.655386363","-2952277.4287190177","-2952277.4287190177","-2952277.4287190177","-844346.6784823913","-844346.6784823913","-844346.6784823913"
"186","-1231261.7555582516","-1231261.7555582516","-1231261.7555582516","-1677131.3523049802","-1677131.3523049802","-1677131.3523049802","-2952841.7776631736","-2952841.7776631736","-2952841.7776631736","-844414.1529270937","-844414.1529270937","-844414.1529270937"
"187","-1230754.7171901667","-1230754.7171901667","-1230754.7171901667","-1677115.755316735","-1677115.755316735","-1677115.755316735","-2952868.352003562","-2952868.352003562","-2952868.352003562","-843917.0852580884","-843917.0852580884","-843917.0852580884"
"188","-1230084.268037076","-1230084.268037076","-1230084.268037076","-1677032.9157946254","-1677032.9157946254","-1677032.9157946254","-2953327.553065551","-2953327.553065551","-2953327.553065551","-843651.4124142198","-843651.4124142198","-843651.4124142198"
"189","-1230189.2166322842","-1230189.2166322842","-1230189.2166322842","-1676644.8795984488","-1676644.8795984488","-1676644.8795984488","-2953562.711249787","-2953562.711249787","-2953562.711249787","-843803.8912193507","-843803.8912193507","-843803.8912193507"
"190","-1229559.9718162164","-1229559.9718162164","-1229559.9718162164","-1676301.1349693616","-1676301.1349693616","-1676301.1349693616","","","","","",""
"191","-1229392.3566910636","-1229392.3566910636","-1229392.3566910636","-1675962.3680923178","-1675962.3680923178","-1675962.3680923178","","","","","",""
"192","-1229173.5484241245","-1229173.5484241245","-1229173.5484241245","","","","","","","","",""
"193","-1229077.7804058995","-1229077.7804058995","-1229077.7804058995","","","","","","","","",""
